link,name,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Free kick accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing tackle,Sliding tackle,GK diving,GK handling,GK kicking,GK positioning,GK reflexes
http://sofifa.com/player/191090,Tom Adeyemi,46,62,65,69,39,64,33,60,68,67,70,73,72,64,65,66,62,83,79,70,75,68,60,66,55,64,59,68,66,8,12,10,7,14
http://sofifa.com/player/199027,Jack Robinson,60,34,56,65,32,58,60,40,59,67,75,74,75,62,84,43,82,69,59,38,68,65,49,57,43,59,72,73,74,14,14,13,10,6
http://sofifa.com/player/224371,Jarrod Bowen,58,69,62,63,53,71,58,51,52,70,78,75,74,66,80,63,62,71,64,67,47,26,72,64,61,61,34,31,29,14,8,14,10,7
http://sofifa.com/player/169843,Ben Turner,25,37,74,48,24,40,29,27,54,51,45,58,31,62,32,31,61,52,82,29,75,67,32,27,26,60,69,67,69,14,10,11,11,15
http://sofifa.com/player/164469,Gabriel Agbonlahor,64,70,71,61,66,71,71,46,54,70,75,78,69,53,51,75,59,33,72,67,80,20,61,61,66,50,48,32,20,12,6,11,7,9
http://sofifa.com/player/177793,Greg Tansey,63,63,60,73,58,63,74,76,72,66,67,68,71,67,64,76,82,90,82,74,54,60,60,68,75,68,60,65,62,9,14,15,6,15
http://sofifa.com/player/155524,Richard Stearman,45,33,68,63,30,45,32,33,53,57,53,54,58,66,50,50,74,66,77,43,79,67,42,36,48,46,66,68,67,9,10,11,16,6
http://sofifa.com/player/169609,Jonathan Grounds,61,32,68,60,34,57,46,49,55,64,62,65,62,65,53,45,74,78,76,43,66,72,46,46,29,51,66,73,69,12,11,6,9,15
http://sofifa.com/player/213642,James Wilson,53,70,62,59,57,68,49,42,52,69,78,78,65,66,70,67,64,68,67,59,36,24,71,60,67,60,16,23,24,9,15,14,8,16
http://sofifa.com/player/211595,George Evans,61,65,63,71,56,60,64,55,72,68,64,65,73,68,60,69,64,72,69,67,64,69,67,63,48,65,64,65,62,10,9,15,13,14
http://sofifa.com/player/215437,Darnell Fisher,60,20,60,55,26,65,31,32,46,66,80,78,57,63,63,32,70,67,70,26,66,67,37,40,35,47,69,75,69,12,14,10,14,6
http://sofifa.com/player/198032,Dan Burn,43,25,70,59,22,47,48,46,60,52,34,36,31,57,26,53,59,70,89,29,70,68,37,49,48,62,70,68,67,15,13,7,8,10
http://sofifa.com/player/213905,Sam Gallagher,63,68,76,50,71,67,54,43,48,61,75,78,68,66,55,76,74,76,75,61,62,44,65,55,61,59,51,41,43,12,11,16,13,8
http://sofifa.com/player/205970,Jed Wallace,1,1,46,63,53,1,63,60,2,1,77,79,73,2,70,62,68,78,65,62,51,40,2,64,51,58,39,47,43,12,14,14,11,6
http://sofifa.com/player/222876,Jordan Smith,14,15,14,28,12,16,16,13,22,24,36,27,33,69,33,25,57,29,41,20,23,14,11,36,23,43,17,16,15,68,66,57,67,73
http://sofifa.com/player/162979,Andrew Davies,23,22,70,52,23,34,22,31,55,45,65,65,62,60,55,31,77,79,81,27,78,65,30,30,21,64,65,71,65,9,12,12,14,7
http://sofifa.com/player/152741,Mike Williamson,51,33,74,59,35,35,40,43,61,58,46,32,30,61,32,52,65,65,75,24,72,69,31,42,49,64,71,70,68,10,12,7,8,10
http://sofifa.com/player/205990,Harrison Reed,59,49,46,74,40,62,62,51,67,66,69,65,74,58,85,58,62,74,66,53,80,64,55,66,49,70,62,70,68,7,12,14,10,11
http://sofifa.com/player/138413,Matthew Kilgallon,49,28,72,50,39,44,38,20,53,50,51,49,47,51,53,38,74,68,73,12,69,71,42,44,45,50,67,74,68,10,16,16,7,14
http://sofifa.com/player/189619,Korey Smith,60,53,60,71,44,67,60,55,66,70,68,74,70,70,78,58,59,82,72,56,75,70,57,65,57,74,67,69,64,6,10,11,7,11
http://sofifa.com/player/206518,Callum Robinson,65,67,55,59,57,73,55,55,43,67,85,83,83,64,65,65,53,62,65,57,44,25,66,63,61,62,22,21,18,14,7,10,14,15
http://sofifa.com/player/183480,Jordan Spence,65,28,66,65,28,66,50,45,63,66,75,77,64,62,67,64,64,77,69,47,64,66,55,47,39,57,65,67,71,6,15,11,15,8
http://sofifa.com/player/189885,Craig Noone,70,62,52,58,49,75,66,62,63,72,85,78,84,62,80,58,63,64,60,69,48,52,63,61,55,46,32,35,28,9,11,6,16,13
http://sofifa.com/player/186559,Jacob Butterfield,64,60,49,72,48,70,65,60,66,73,64,52,66,67,69,67,54,81,70,60,60,54,68,67,55,65,62,62,56,10,9,7,8,6
http://sofifa.com/player/138181,Michael Turner,47,30,77,47,31,22,44,30,49,49,32,34,25,59,25,58,76,30,81,21,81,64,22,53,31,69,71,69,66,11,15,13,8,11
http://sofifa.com/player/176841,Lukas Jutkiewicz,51,65,79,58,62,67,53,52,49,71,60,70,59,67,66,71,81,69,79,60,61,33,68,60,76,64,42,27,24,12,9,6,10,16
http://sofifa.com/player/216268,Duncan Watmore,58,69,49,66,58,74,67,42,56,67,82,79,78,64,82,66,58,67,61,57,46,21,67,60,65,58,28,30,35,6,15,8,14,15
http://sofifa.com/player/195020,David Davis,67,64,63,67,54,2,59,53,67,2,76,78,70,69,77,74,74,84,82,69,86,73,62,65,47,63,66,68,71,8,7,7,10,8
http://sofifa.com/player/204761,Grant Hall,27,31,69,61,28,32,30,31,52,53,63,62,55,66,44,43,71,70,78,42,64,73,37,45,45,59,71,66,68,16,13,12,10,11
http://sofifa.com/player/183774,Ryan Bennett,21,18,73,59,13,19,22,25,64,37,42,45,31,51,36,43,80,69,80,20,80,66,20,17,28,39,73,67,65,6,16,12,8,12
http://sofifa.com/player/176357,John Mousinho,51,51,64,63,55,61,46,54,61,65,56,57,68,66,67,62,66,77,78,55,74,67,60,60,61,61,67,70,68,15,13,11,16,8
http://sofifa.com/player/183527,Jay Spearing,58,59,65,66,44,65,65,66,65,72,73,67,76,69,93,70,90,85,62,68,87,72,58,67,55,75,70,72,73,6,14,8,12,11
http://sofifa.com/player/200689,Ryan Leonard,61,58,60,70,67,67,55,55,73,64,89,85,81,67,71,83,82,85,81,67,63,63,61,64,53,65,64,66,66,10,14,9,8,13
http://sofifa.com/player/206083,Josh Murphy,64,64,38,61,55,70,60,48,54,70,83,87,80,55,76,74,51,65,54,66,41,29,67,57,58,57,25,22,24,10,12,10,15,15
http://sofifa.com/player/156164,Martin Cranie,65,38,68,67,27,59,37,39,53,66,67,69,62,60,63,65,74,76,71,33,66,68,51,56,30,64,65,68,67,7,16,9,9,6
http://sofifa.com/player/186122,Byron Webster,24,35,67,59,25,41,31,42,54,57,58,55,46,53,33,44,65,62,88,44,82,60,38,34,49,58,65,66,64,16,8,8,16,11
http://sofifa.com/player/163340,Danny Graham,58,72,70,63,60,61,57,41,61,71,38,41,61,61,55,74,72,52,80,68,76,40,70,62,69,74,49,43,41,11,8,14,13,7
http://sofifa.com/player/212493,Sullay Kaikai,64,65,32,62,59,75,62,70,56,71,82,82,84,56,76,65,58,61,59,64,32,32,57,63,68,56,24,23,22,15,7,14,10,15
http://sofifa.com/player/187150,Will Buckley,67,64,47,65,56,66,58,53,55,69,75,75,79,67,64,63,61,64,64,68,62,44,67,66,70,59,25,27,23,10,10,8,6,9
http://sofifa.com/player/172823,Nicky Maynard,55,63,63,63,69,66,70,63,52,68,77,72,79,72,67,68,73,71,67,68,61,34,69,65,63,70,21,20,31,12,16,10,11,9
http://sofifa.com/player/170008,Ben Hamer,11,20,11,25,14,18,13,12,30,23,45,45,50,63,56,23,54,35,64,18,34,23,13,38,22,48,12,12,12,71,63,63,69,68
http://sofifa.com/player/213017,Ben Davies,61,36,65,63,43,55,44,40,62,62,73,70,61,61,63,42,73,72,73,39,66,62,33,33,48,60,69,67,68,6,15,10,15,6
http://sofifa.com/player/220185,Brandon Barker,64,62,38,61,41,69,57,44,52,68,93,90,75,59,74,65,58,64,58,55,44,24,64,63,60,57,34,29,31,11,6,8,9,7
http://sofifa.com/player/211228,Matthew Palmer,70,59,48,71,55,65,57,60,67,65,72,69,68,54,67,62,69,75,66,63,59,69,64,74,36,59,50,62,58,9,10,7,13,11
http://sofifa.com/player/200741,Tyias Browning,52,25,64,64,33,46,28,17,45,65,68,76,56,64,55,48,68,66,77,35,60,64,41,27,43,52,67,72,66,10,13,7,9,12
http://sofifa.com/player/213798,Alex Mowatt,73,66,49,72,56,67,77,75,70,73,51,49,60,57,76,74,63,67,66,75,65,58,67,70,60,69,50,57,55,10,14,8,16,15
http://sofifa.com/player/219177,Jorge Grant,64,66,47,69,54,69,65,72,64,67,73,75,81,56,71,63,66,78,66,64,62,43,58,68,48,60,44,59,53,10,11,15,11,11
http://sofifa.com/player/204846,Jamal Blackman,13,19,18,31,17,14,18,12,18,25,43,37,46,66,33,23,57,29,65,16,23,10,10,29,41,28,19,13,12,68,67,63,65,70
http://sofifa.com/player/204847,Todd Kane,68,32,1,62,34,1,41,35,55,65,75,1,63,65,68,68,64,74,62,51,65,1,59,39,50,64,1,1,2,9,13,16,14,6
http://sofifa.com/player/229682,Dael Fry,24,25,69,54,26,33,28,22,44,59,66,66,38,65,68,40,76,66,67,25,62,67,27,56,36,64,67,71,68,10,8,12,14,7
http://sofifa.com/player/216627,Kieffer Moore,58,69,77,56,61,59,62,45,54,66,73,76,50,57,51,69,48,71,86,53,64,41,62,48,59,51,47,49,46,10,10,13,8,9
http://sofifa.com/player/203060,Josh Vela,73,60,48,73,56,67,58,50,68,70,66,68,73,65,76,46,62,80,67,58,84,46,65,63,46,71,64,66,68,14,9,9,12,15
http://sofifa.com/player/202808,Nicholas Yennaris,59,62,55,70,29,63,53,25,65,67,76,74,81,74,82,63,74,77,64,55,65,68,64,64,50,69,69,69,68,11,7,13,7,8
http://sofifa.com/player/193083,Ross Draper,41,57,68,66,30,64,57,57,61,65,63,61,47,64,54,58,70,82,91,58,76,68,63,66,57,74,61,65,61,13,12,8,14,11
http://sofifa.com/player/228668,Matty Taylor,50,69,68,64,55,66,65,37,53,67,76,78,80,58,83,70,78,73,61,63,59,24,70,67,72,59,15,19,21,13,11,14,11,15
http://sofifa.com/player/203069,Ryan Tunnicliffe,66,53,56,71,49,64,60,47,65,70,67,65,60,65,68,68,61,76,70,61,76,66,64,68,56,62,60,66,65,8,13,13,12,7
http://sofifa.com/player/202814,Nathan Byrne,69,50,56,68,41,67,49,33,63,64,90,82,75,63,77,56,66,78,56,55,62,56,50,52,42,55,59,65,63,8,8,7,10,11
http://sofifa.com/player/223551,Lee Gregory,43,68,65,52,63,64,56,61,46,66,68,72,69,66,58,66,71,75,79,61,55,21,71,58,71,64,31,23,29,7,13,15,8,15
http://sofifa.com/player/204354,Jak Alnwick,20,14,17,32,11,11,21,29,32,34,44,55,50,62,52,32,72,41,59,12,40,22,13,55,44,50,14,21,20,69,66,64,68,69
http://sofifa.com/player/170818,Steven Davies,65,66,70,67,65,65,68,65,61,66,56,47,69,65,66,76,76,69,79,70,69,38,66,61,70,67,45,44,34,12,16,16,16,6
http://sofifa.com/player/205655,Angus MacDonald,30,22,64,55,33,38,27,25,47,55,58,59,48,67,44,35,79,67,73,23,66,70,28,44,36,47,64,67,70,6,11,16,11,12
http://sofifa.com/player/196952,Jake Bidwell,70,26,56,68,44,59,58,60,66,66,70,68,61,66,64,65,59,75,66,51,65,60,63,55,27,66,71,66,64,13,13,12,12,12
http://sofifa.com/player/182617,Danny Hylton,55,68,67,62,60,64,60,45,58,66,68,68,70,67,68,65,73,82,80,62,70,54,68,63,62,68,44,47,49,14,12,7,6,13
http://sofifa.com/player/203355,Robert Hall,69,62,59,61,57,69,67,63,56,64,87,88,75,61,82,60,76,67,60,61,56,13,65,54,51,59,17,20,13,13,11,9,10,16
http://sofifa.com/player/227675,Marvin Johnson,64,50,44,64,54,73,60,54,53,68,92,87,85,56,72,67,61,79,57,54,31,34,56,57,53,48,36,40,37,14,14,11,10,7
http://sofifa.com/player/169568,Adam Hammill,70,65,37,63,64,72,63,66,60,70,77,72,70,60,71,68,47,63,58,70,62,43,62,65,53,68,45,47,46,6,7,8,6,8
http://sofifa.com/player/200806,Richard Smallwood,56,57,59,62,51,59,42,60,63,62,59,63,67,64,68,57,65,76,73,55,80,70,58,58,55,67,65,69,66,9,10,15,8,16
http://sofifa.com/player/233064,Mason Mount,60,1,37,1,3,71,75,67,61,72,2,68,75,55,73,1,45,2,1,65,41,42,60,69,60,70,47,49,31,11,12,13,8,12
http://sofifa.com/player/237692,Phil Foden,58,55,47,1,43,67,59,53,1,2,78,70,84,62,86,65,54,70,33,56,47,49,4,69,44,69,53,49,46,8,15,6,10,13
http://sofifa.com/player/172928,Chris Lines,69,61,53,73,50,67,70,69,70,70,57,59,67,59,58,63,57,67,61,66,48,42,67,73,68,66,50,58,47,16,16,11,10,16
http://sofifa.com/player/184707,Gary Madine,42,66,74,59,63,59,42,35,39,63,58,62,57,64,53,69,83,75,85,61,71,33,70,63,66,65,31,23,19,11,7,12,14,10
http://sofifa.com/player/140423,Jake Buxton,30,33,70,57,30,23,19,20,56,48,45,48,47,63,48,66,79,61,79,15,78,64,29,48,45,60,67,66,63,12,11,6,9,13
http://sofifa.com/player/216467,Jack Payne,54,62,37,65,50,68,60,51,60,68,80,74,85,60,87,64,79,62,32,66,53,20,62,67,57,56,17,21,16,6,15,16,16,11
http://sofifa.com/player/213659,Fankaty Dabo,3,44,61,67,39,60,42,34,8,62,70,75,59,3,62,54,75,2,76,43,3,1,52,43,34,67,63,2,64,8,13,8,7,14
http://sofifa.com/player/162980,Andrew Taylor,67,41,58,66,42,67,54,41,63,66,65,64,61,65,74,54,72,74,65,40,69,62,48,51,39,64,71,72,69,14,6,16,12,15
http://sofifa.com/player/188836,Jason Steele,11,15,34,53,12,12,19,15,45,36,34,36,36,60,44,18,56,29,55,12,39,11,13,3,24,37,13,18,14,1,1,1,1,2
http://sofifa.com/player/138151,John Welsh,53,39,56,66,41,56,47,49,59,64,39,38,41,64,71,61,74,75,78,53,81,68,51,55,46,66,69,70,64,7,10,8,13,12
http://sofifa.com/player/221358,Jordan Rossiter,46,37,60,66,39,59,48,45,65,68,65,69,70,63,71,65,66,72,74,50,75,65,59,54,53,55,66,71,69,6,7,11,13,9
http://sofifa.com/player/162993,James Perch,65,44,68,65,42,60,47,37,64,64,64,61,62,66,71,53,76,71,68,44,71,69,61,61,51,64,72,71,68,10,7,9,9,8
http://sofifa.com/player/209852,Brendan Galloway,54,30,61,69,32,49,36,34,55,68,79,80,74,63,63,51,66,71,67,40,62,60,43,49,44,60,64,70,70,6,14,9,8,8
http://sofifa.com/player/200895,Josh Morris,66,66,54,65,38,70,1,66,61,63,76,65,88,64,79,71,63,77,67,68,57,54,68,66,67,63,63,55,52,11,11,12,9,9
http://sofifa.com/player/213699,Ashley Fletcher,23,67,68,49,49,66,44,23,35,67,74,76,74,68,56,68,75,64,77,64,55,22,66,48,52,64,16,32,23,14,8,12,8,8
http://sofifa.com/player/100803,Karl Henry,62,51,57,66,46,61,52,42,62,65,50,52,50,62,59,70,72,65,80,64,82,71,57,56,45,70,70,67,69,15,12,9,15,10
http://sofifa.com/player/201927,Callum Harriott,66,64,34,60,45,73,60,50,54,69,88,86,83,62,91,66,83,53,56,68,52,21,62,63,52,61,30,31,30,8,11,13,15,15
http://sofifa.com/player/228814,Andre Green,67,62,50,68,50,72,56,45,65,68,80,83,75,50,72,66,47,68,60,51,34,27,62,57,61,65,37,34,38,7,11,9,10,12
http://sofifa.com/player/139476,Dean Gerken,13,17,17,31,19,16,16,20,32,24,46,51,64,65,65,23,65,40,70,15,30,21,11,45,16,44,17,13,12,69,66,66,65,70
http://sofifa.com/player/192473,Lee Novak,62,67,67,59,63,63,61,59,51,66,65,71,67,65,68,72,82,86,76,69,72,45,67,65,70,67,37,40,30,11,9,9,13,8
http://sofifa.com/player/173531,Ben Amos,14,13,15,12,13,14,13,11,21,23,50,45,54,62,52,12,57,25,62,15,28,23,14,69,11,63,13,11,12,65,68,70,65,71
http://sofifa.com/player/173533,David Button,13,12,19,46,11,23,12,15,33,26,60,52,50,62,45,12,58,35,33,13,12,24,12,41,11,63,12,17,11,71,69,58,65,69
http://sofifa.com/player/201446,George Moncur,66,66,45,72,55,70,64,68,63,70,65,70,65,57,72,63,55,74,64,61,61,57,67,63,58,64,52,59,48,12,11,12,10,9
http://sofifa.com/player/201958,Ethan Ebanks-Landell,51,40,60,56,35,53,32,22,53,57,63,66,56,63,60,66,72,68,81,60,67,65,33,52,36,43,66,71,66,10,8,8,7,11
http://sofifa.com/player/184301,Jay Emmanuel-Thomas,65,65,63,63,67,67,49,68,63,65,67,75,62,57,41,77,53,60,82,66,55,31,65,67,77,72,25,33,31,8,8,14,12,14
http://sofifa.com/player/224494,Rico Henry,63,40,35,66,33,68,48,39,50,65,93,90,91,60,88,43,82,81,62,34,76,60,45,54,43,60,64,68,65,13,12,12,6,12
http://sofifa.com/player/163571,Matt Jarvis,68,60,44,65,62,70,72,57,62,72,76,71,72,65,85,68,64,61,47,61,50,48,64,65,59,68,33,34,31,9,8,8,8,6
http://sofifa.com/player/163828,Adam Le Fondre,56,73,61,62,70,62,66,53,53,68,72,71,70,67,77,65,75,70,61,60,47,34,71,66,83,72,19,21,14,8,7,6,6,16
http://sofifa.com/player/234742,Harvey Barnes,66,67,41,65,50,69,59,52,58,65,74,74,71,60,67,65,44,70,50,67,47,43,62,71,49,58,41,47,44,6,5,11,8,10
http://sofifa.com/player/203264,Scott Wootton,57,16,67,61,32,54,23,18,2,60,51,62,61,2,1,39,72,68,72,18,65,66,35,35,43,4,2,68,66,15,8,12,15,12
http://sofifa.com/player/203265,Tyler Blackett,71,24,64,67,44,65,66,65,65,63,66,70,60,54,58,56,63,69,81,56,64,69,55,59,45,59,62,66,64,15,11,15,8,14
http://sofifa.com/player/190722,Marvin Sordell,61,64,56,62,62,67,55,53,54,67,83,81,75,65,70,65,77,74,75,64,57,25,66,59,64,69,27,39,33,12,15,13,10,7
http://sofifa.com/player/224263,Jonjoe Kenny,65,28,62,61,33,56,56,34,52,54,75,77,70,58,71,44,71,65,59,30,60,69,48,46,53,60,65,67,68,6,13,16,13,15
http://sofifa.com/player/224265,Joe Williams,58,53,54,69,61,69,56,52,71,66,68,59,62,63,69,61,52,66,48,44,69,64,44,55,59,63,63,71,67,14,9,10,10,9
http://sofifa.com/player/167694,Matthew Connolly,58,44,71,63,29,55,22,25,57,63,62,63,46,58,49,63,75,71,79,48,72,66,60,57,38,69,69,70,70,6,12,9,7,6
http://sofifa.com/player/163856,Chris Dagnall,42,67,57,56,65,66,42,41,49,64,72,69,72,62,75,67,70,79,72,66,57,33,70,57,64,67,21,24,17,8,7,13,15,14
http://sofifa.com/player/188181,Dean Moxey,73,54,60,61,44,64,53,39,57,62,74,62,69,63,64,57,60,73,68,60,65,65,44,54,39,61,64,66,65,6,8,8,9,9
http://sofifa.com/player/229911,Myles Kenlock,67,26,64,66,34,67,36,30,63,66,77,79,73,48,76,39,65,71,68,29,65,62,66,32,36,65,64,69,64,13,11,12,11,5
http://sofifa.com/player/218660,Josh Sims,60,59,42,65,54,73,58,45,58,68,86,80,81,62,78,64,45,60,57,53,37,20,54,57,67,61,26,31,36,10,10,13,11,9
http://sofifa.com/player/190247,John Brayford,65,36,65,63,45,60,35,39,65,57,65,65,76,71,76,59,80,76,77,43,62,67,48,52,36,71,64,64,64,16,13,12,14,11
http://sofifa.com/player/200746,John Lundstram,63,57,52,70,48,63,59,63,69,68,66,65,68,62,64,66,62,75,68,62,73,60,56,67,52,67,56,68,66,14,6,6,9,8
http://sofifa.com/player/170286,Scott Golbourne,64,33,63,65,24,64,30,43,61,64,74,73,73,60,76,29,78,83,74,25,55,63,55,56,42,62,65,65,64,7,14,13,10,15
http://sofifa.com/player/190254,Wes Thomas,36,68,65,55,59,59,45,37,42,62,76,84,82,67,79,68,81,81,76,60,82,29,63,44,63,57,15,17,19,5,7,7,6,7
http://sofifa.com/player/202799,Jordan Graham,72,57,34,56,54,77,74,71,46,68,82,84,75,53,75,68,56,65,42,57,43,23,57,63,58,60,21,23,24,7,15,14,14,13
http://sofifa.com/player/222256,Teddy Bishop,66,62,41,72,51,71,62,57,68,72,72,74,81,62,80,60,52,67,59,54,50,55,63,67,51,69,49,52,54,11,10,13,7,8
http://sofifa.com/player/189498,Harry Forrester,59,59,55,69,58,70,51,62,60,66,75,76,77,62,82,68,75,72,63,58,72,45,61,66,57,62,36,29,27,15,8,10,13,8
http://sofifa.com/player/204860,Kane Hemmings,32,70,67,57,44,64,37,32,43,64,73,71,67,55,51,68,57,73,74,61,27,30,68,58,63,68,12,17,19,13,8,8,12,15
http://sofifa.com/player/233795,Ben Brereton,62,68,57,53,66,71,68,31,46,68,88,85,75,2,2,67,63,72,71,53,67,36,2,62,65,2,27,50,38,7,12,13,12,13
http://sofifa.com/player/173891,Lucas Akins,65,66,58,60,52,68,58,47,56,66,79,79,75,54,68,71,71,78,79,69,57,45,67,49,60,50,43,49,48,11,12,12,6,11
http://sofifa.com/player/53827,Matt Taylor,75,61,65,67,68,66,77,79,69,70,48,45,65,65,69,78,75,70,72,69,77,61,66,74,67,70,62,61,63,16,13,16,12,16
http://sofifa.com/player/188490,Liam Sercombe,55,66,55,69,62,63,55,58,67,64,73,77,75,60,74,68,64,83,70,62,63,55,64,68,62,62,54,56,54,12,8,16,14,13
http://sofifa.com/player/189772,Martyn Woolford,66,63,58,65,67,66,64,50,64,67,68,68,68,66,64,70,63,73,73,61,66,44,67,65,63,60,30,30,27,7,11,7,6,9
http://sofifa.com/player/204622,Josh Meekings,25,34,66,55,25,46,25,25,44,52,71,78,60,51,50,34,83,71,82,25,65,62,29,29,38,45,67,68,65,6,10,10,16,13
http://sofifa.com/player/233306,Dean Henderson,14,9,13,32,5,13,13,10,31,32,51,48,53,63,56,23,59,34,60,6,21,11,8,33,16,39,8,14,14,68,65,61,64,69
http://sofifa.com/player/170078,Mark Little,62,33,58,61,26,66,45,25,60,62,82,86,75,66,58,36,71,82,72,29,47,61,61,56,49,52,60,64,63,15,10,11,13,8
http://sofifa.com/player/173666,Nicky Law,59,56,50,61,43,65,63,63,53,65,73,71,74,69,71,60,72,92,62,48,56,59,68,71,62,67,43,45,42,16,8,16,16,16
http://sofifa.com/player/182883,Kieran Agard,60,65,62,60,61,64,40,31,54,61,81,82,87,70,76,65,83,72,70,60,60,46,69,55,68,55,48,30,22,13,6,9,10,7
http://sofifa.com/player/173671,Kyle McFadzean,20,35,65,53,28,43,22,28,45,50,49,50,33,56,52,51,67,66,80,33,80,72,20,47,36,45,61,66,63,11,13,11,6,6
http://sofifa.com/player/169578,Calum Woods,66,44,62,64,42,62,55,38,63,62,72,72,61,60,68,54,67,75,62,40,73,63,48,45,49,61,66,66,65,15,15,6,15,9
http://sofifa.com/player/235883,Ryan Sessegnon,64,66,54,69,42,66,50,31,62,65,80,84,77,62,83,64,68,73,54,54,56,60,68,58,33,75,58,65,61,6,11,7,8,7
http://sofifa.com/player/183147,Seb Hines,49,36,66,64,31,48,36,34,56,55,61,70,54,60,63,21,74,66,75,29,63,66,27,39,50,58,64,65,64,10,10,14,12,12
http://sofifa.com/player/204411,Rohan Ince,30,27,68,64,62,65,42,40,60,64,68,71,57,62,59,70,68,73,83,59,74,67,51,59,41,66,63,67,68,13,13,13,11,16
http://sofifa.com/player/210044,Christian Burgess,24,20,72,53,29,50,31,25,59,54,61,55,32,52,55,41,81,71,88,21,70,54,23,35,34,48,67,68,63,6,13,9,6,9
http://sofifa.com/player/200319,Ben Coker,70,37,56,68,32,69,62,61,63,64,81,77,77,64,72,60,75,76,67,51,51,54,57,60,52,58,60,68,64,12,7,6,8,13
http://sofifa.com/player/223877,Darnell Furlong,65,33,65,56,30,63,42,36,47,69,71,73,69,59,68,35,66,71,67,30,55,68,57,58,49,55,62,65,69,14,13,11,9,8
http://sofifa.com/player/220045,Connor Mahoney,69,59,35,58,48,78,62,55,53,67,75,77,67,54,75,59,48,68,43,65,37,40,54,66,49,55,35,40,38,10,12,10,7,10
http://sofifa.com/player/179856,David Perkins,53,43,45,68,32,59,38,62,64,67,65,59,79,65,85,65,80,4,61,62,77,70,56,69,56,69,46,70,70,10,10,12,12,8
http://sofifa.com/player/221841,Adam Armstrong,45,69,57,59,56,66,68,61,55,64,89,85,78,61,88,65,77,72,59,67,78,36,69,48,68,66,20,17,21,10,13,13,12,7
http://sofifa.com/player/202131,Jordan Cousins,51,49,44,72,46,63,23,29,72,69,76,78,80,62,78,68,86,83,66,57,69,57,58,63,47,66,48,62,57,15,12,8,14,14
http://sofifa.com/player/172179,Tommy Spurr,64,50,63,64,58,53,26,34,60,63,66,64,65,68,61,63,70,69,71,55,75,63,33,54,42,58,63,69,64,13,14,13,12,16
http://sofifa.com/player/169623,Peter Hartley,48,34,69,60,29,37,24,26,55,51,62,39,56,53,57,39,67,74,80,36,89,64,17,47,33,58,64,66,61,16,12,16,9,6
http://sofifa.com/player/206489,Ezekiel Fryers,65,35,61,63,32,68,63,67,51,62,76,74,72,66,64,45,77,67,69,31,70,59,49,47,43,57,67,69,70,7,14,14,6,11
http://sofifa.com/player/221600,Matt Clarke,41,29,1,58,33,55,36,36,54,49,54,60,45,1,65,45,71,71,85,33,5,1,43,2,34,1,1,1,1,11,6,14,12,11
http://sofifa.com/player/177315,Gary Roberts,68,64,48,68,66,70,70,69,62,68,52,52,69,55,71,64,45,6,61,66,65,33,65,2,72,70,15,33,30,11,10,9,11,7
http://sofifa.com/player/193187,Kyle Bennett,58,53,35,61,54,69,58,56,58,68,85,81,91,63,94,62,43,75,46,58,47,55,59,61,58,58,23,36,25,16,7,6,7,14
http://sofifa.com/player/53412,Anton Ferdinand,43,35,66,58,42,51,44,42,63,46,57,64,64,62,60,55,80,63,73,43,67,66,25,52,51,65,66,68,67,7,11,12,7,14
http://sofifa.com/player/208302,Alex Gilbey,51,54,65,68,57,63,57,56,66,64,76,78,71,61,72,73,78,85,78,69,58,63,58,65,56,62,59,66,64,13,14,14,10,7
http://sofifa.com/player/163254,Liam Fontaine,43,36,66,59,24,59,44,32,52,61,68,68,67,70,56,28,74,78,70,26,62,68,41,56,20,61,68,66,62,7,8,14,10,14
http://sofifa.com/player/201911,Will Keane,40,65,62,68,62,68,48,47,51,70,73,73,73,55,63,73,64,63,63,61,55,39,64,56,67,66,32,28,20,10,11,15,11,6
http://sofifa.com/player/211384,Jamal Lowe,55,64,52,60,54,69,65,34,44,67,87,87,90,63,65,59,64,65,59,63,35,13,60,68,55,67,15,14,12,8,7,9,10,9
http://sofifa.com/player/204220,Curtis Edwards,65,57,53,66,66,66,67,55,70,66,71,62,76,64,75,75,41,76,50,71,70,49,59,68,49,63,55,59,57,10,13,15,11,13
http://sofifa.com/player/212158,Osayamen Osawe,37,2,62,61,60,64,43,32,33,61,79,88,70,63,67,2,1,66,75,57,46,16,2,52,60,62,21,24,16,6,15,8,9,10
http://sofifa.com/player/169919,Paul Anderson,66,61,38,65,49,65,59,69,61,62,79,78,82,61,75,60,81,74,56,62,56,26,65,61,49,57,42,60,50,13,14,14,8,9
http://sofifa.com/player/187077,Freddie Sears,65,66,61,64,62,67,62,68,58,67,86,85,85,64,86,66,53,80,59,65,68,32,64,63,65,66,19,45,39,15,7,15,14,7
http://sofifa.com/player/210635,Kortney Hause,52,35,58,62,31,53,32,26,60,54,67,67,63,62,62,70,72,67,80,50,58,63,32,56,40,49,68,70,69,15,16,14,10,14
